Case_ID,Suspect_ID,First_Name,Middle_Name,Last_Name,Alias,Sex,Race,Nationality,Date_of_Birth,Age,Height_cm,Weight_kg,Eye_Color,Hair_Color,Skin_Tone,Blood_Type,Dominant_Hand,Scars,Tattoos,Facial_Hair,Occupation,Marital_Status,Address,City,Province,Postal_Code,Phone_Number,Crime_Type,Crime_Severity,Case_Status,Officer_Assigned,Evidence_Count,Fingerprint_Match,DNA_Match,Arrest_Date,Case_Open_Date,Case_Close_Date,Sentence_Years,Mugshot_ID,Notes
C100578,S200578,Noah,,Lee,,Female,South Asian,Canadian,1997-01-10,29,184,118,Hazel,Gray,Medium,A-,Left,Forearm scar,Dragon,None,Unknown,Married,495 Main St,Ottawa,Ontario,L26A6,555-9679,Assault,3,Open,M. Singh,5,Yes,Yes,2025-02-05,2025-02-02,,4,MG300578,Synthetic training record
C100579,S200579,Noah,,Johnson,,Male,Indigenous,Canadian,1996-06-23,30,164,78,Hazel,Brown,Dark,A-,Right,Small scar,Tribal,Mustache,Unknown,Married,531 Main St,Hamilton,Ontario,L23A9,555-6279,Vandalism,3,Closed,A. Brown,14,No,No,2024-04-07,2024-04-01,2024-12-21,2,MG300579,Synthetic training record
C100580,S200580,Noah,,Williams,,Male,East Asian,Canadian,2003-12-27,23,155,93,Brown,Gray,Dark,A+,Left,Forearm scar,Dragon,None,Unknown,Single,496 Main St,Brampton,Ontario,L32A2,555-4885,Fraud,3,Under Investigation,J. Carter,8,No,No,2024-01-23,2024-01-19,,15,MG300580,Synthetic training record
C100581,S200581,Priya,,Lee,,Female,South Asian,Canadian,1972-09-10,54,196,68,Blue,Gray,Dark,AB+,Right,Small scar,Tribal,Mustache,Unknown,Single,81 Main St,Hamilton,Ontario,L27A3,555-2530,Theft,3,Under Investigation,L. Chen,5,No,Yes,2025-06-19,2025-06-12,,6,MG300581,Synthetic training record
C100582,S200582,Liam,,Patel,,Female,Indigenous,Canadian,1987-09-18,39,191,112,Blue,Red,Light,A+,Right,Small scar,Tribal,None,Unknown,Married,68 Main St,Toronto,Ontario,L50A6,555-9842,Robbery,4,Closed,A. Brown,16,No,No,2025-08-01,2025-08-01,2026-01-06,6,MG300582,Synthetic training record
C100583,S200583,Amelia,,Wilson,,Female,Middle Eastern,Canadian,1985-02-10,41,157,100,Brown,Brown,Dark,AB+,Right,Forearm scar,Tribal,None,Unknown,Married,291 Main St,Waterloo,Ontario,L15A3,555-5158,Robbery,5,Open,L. Chen,16,No,No,2026-03-25,2026-03-24,,10,MG300583,Synthetic training record
C100584,S200584,Emma,,Lee,,Female,Middle Eastern,Canadian,1990-07-16,36,179,95,Brown,Brown,Dark,A-,Left,None,Dragon,Beard,Unknown,Married,90 Main St,Ottawa,Ontario,L36A1,555-2113,Burglary,1,Open,S. Patel,6,No,No,2024-11-21,2024-11-12,,4,MG300584,Synthetic training record
C100585,S200585,Olivia,,Garcia,,Male,Indigenous,Canadian,2008-09-22,18,196,87,Blue,Red,Light,B+,Right,Forearm scar,Dragon,Mustache,Unknown,Single,856 Main St,Toronto,Ontario,L24A7,555-5602,Theft,5,Open,M. Singh,12,Yes,No,2026-01-15,2026-01-09,,9,MG300585,Synthetic training record
C100586,S200586,Liam,,Chen,,Male,Middle Eastern,Canadian,1998-11-08,28,182,90,Blue,Brown,Light,O+,Left,None,Rose,Mustache,Unknown,Single,662 Main St,Hamilton,Ontario,L84A7,555-1335,Burglary,4,Closed,A. Brown,18,No,Yes,2024-06-22,2024-06-17,2025-01-09,1,MG300586,Synthetic training record
C100587,S200587,Noah,,Taylor,,Male,White,Canadian,1983-03-26,43,166,106,Brown,Red,Medium,O+,Right,Forearm scar,Dragon,Beard,Unknown,Single,284 Main St,London,Ontario,L21A5,555-5934,Theft,1,Open,M. Singh,10,No,Yes,2024-04-04,2024-04-01,,9,MG300587,Synthetic training record
C100588,S200588,Olivia,,Taylor,,Male,Latino,Canadian,1997-01-25,29,182,64,Hazel,Black,Light,O+,Right,None,Rose,Mustache,Unknown,Married,339 Main St,Waterloo,Ontario,L80A5,555-5665,Assault,5,Under Investigation,M. Singh,25,Yes,No,2024-01-22,2024-01-12,,16,MG300588,Synthetic training record
C100589,S200589,Ava,,Taylor,,Male,Middle Eastern,Canadian,1961-02-20,65,181,99,Hazel,Gray,Light,A+,Left,Small scar,Tribal,Mustache,Unknown,Single,748 Main St,London,Ontario,L21A3,555-9222,Fraud,5,Under Investigation,S. Patel,6,Yes,No,2026-02-27,2026-02-17,,0,MG300589,Synthetic training record
C100590,S200590,Olivia,,Taylor,,Male,Middle Eastern,Canadian,1966-07-18,60,194,118,Brown,Black,Light,B+,Left,Small scar,None,Beard,Unknown,Married,31 Main St,London,Ontario,L89A9,555-4980,Cybercrime,5,Closed,L. Chen,21,Yes,No,2024-04-07,2024-03-29,2024-08-17,2,MG300590,Synthetic training record
C100591,S200591,Emma,,Martin,,Male,Latino,Canadian,1958-12-02,68,174,71,Brown,Red,Medium,O+,Left,Small scar,Rose,Beard,Unknown,Single,534 Main St,Mississauga,Ontario,L53A2,555-7596,Fraud,4,Under Investigation,M. Singh,22,Yes,Yes,2024-07-21,2024-07-16,,14,MG300591,Synthetic training record
C100592,S200592,Mason,,Wilson,,Male,Indigenous,Canadian,1997-10-28,29,172,103,Brown,Black,Dark,A-,Right,Forearm scar,Rose,None,Unknown,Married,508 Main St,Ottawa,Ontario,L64A6,555-2502,Cybercrime,1,Closed,M. Singh,13,No,Yes,2024-12-24,2024-12-22,2025-07-31,18,MG300592,Synthetic training record
C100593,S200593,Param,,Williams,,Male,South Asian,Canadian,1992-01-10,34,173,84,Green,Gray,Dark,O+,Left,None,Tribal,Mustache,Unknown,Single,437 Main St,London,Ontario,L80A4,555-5917,Cybercrime,3,Closed,M. Singh,23,Yes,No,2026-04-22,2026-04-15,2026-08-03,7,MG300593,Synthetic training record
C100594,S200594,Mia,,Chen,,Male,White,Canadian,2006-03-07,20,177,87,Blue,Blonde,Medium,A-,Right,None,Tribal,Beard,Unknown,Single,330 Main St,Toronto,Ontario,L45A7,555-9218,Burglary,4,Under Investigation,S. Patel,8,Yes,No,2024-07-21,2024-07-15,,9,MG300594,Synthetic training record
C100595,S200595,Arjun,,Lee,,Male,Middle Eastern,Canadian,1984-12-27,42,176,81,Brown,Gray,Dark,O+,Right,Small scar,Dragon,Beard,Unknown,Single,940 Main St,Mississauga,Ontario,L34A6,555-9204,Robbery,3,Open,S. Patel,0,Yes,No,2024-03-21,2024-03-15,,5,MG300595,Synthetic training record
C100596,S200596,Mia,,Patel,,Female,South Asian,Canadian,1959-01-06,67,156,97,Brown,Red,Light,A-,Right,Small scar,Dragon,None,Unknown,Single,817 Main St,Mississauga,Ontario,L12A8,555-7958,Robbery,5,Open,M. Singh,3,Yes,Yes,2025-12-20,2025-12-16,,11,MG300596,Synthetic training record
C100597,S200597,Arjun,,Williams,,Male,South Asian,Canadian,1990-04-07,36,178,92,Brown,Gray,Light,AB+,Left,Small scar,Rose,Mustache,Unknown,Married,199 Main St,Hamilton,Ontario,L78A6,555-4279,Cybercrime,5,Closed,A. Brown,0,Yes,No,2025-09-17,2025-09-11,2026-02-13,10,MG300597,Synthetic training record
C100598,S200598,Emma,,Johnson,,Male,Latino,Canadian,1968-02-27,58,153,116,Hazel,Brown,Dark,B+,Right,None,None,None,Unknown,Married,254 Main St,London,Ontario,L60A3,555-5679,Assault,2,Under Investigation,S. Patel,3,No,Yes,2026-04-29,2026-04-20,,20,MG300598,Synthetic training record
C100599,S200599,Param,,Taylor,,Female,Black,Canadian,1970-05-22,56,188,54,Brown,Gray,Medium,A+,Left,Small scar,None,None,Unknown,Married,896 Main St,London,Ontario,L51A7,555-4383,Robbery,2,Closed,S. Patel,19,No,Yes,2024-04-09,2024-04-09,2024-11-08,12,MG300599,Synthetic training record
C100600,S200600,Lucas,,Garcia,,Male,Middle Eastern,Canadian,1982-08-12,44,154,97,Hazel,Black,Light,AB+,Right,None,Tribal,Beard,Unknown,Married,801 Main St,Mississauga,Ontario,L14A6,555-5065,Cybercrime,4,Open,L. Chen,8,No,No,2025-03-23,2025-03-17,,6,MG300600,Synthetic training record
C100601,S200601,Amelia,,Lee,,Male,East Asian,Canadian,1989-09-11,37,162,50,Blue,Blonde,Light,B+,Right,None,Tribal,None,Unknown,Married,846 Main St,Mississauga,Ontario,L51A9,555-9405,Cybercrime,3,Open,A. Brown,24,Yes,Yes,2025-06-14,2025-06-13,,14,MG300601,Synthetic training record
C100602,S200602,Emma,,Singh,,Male,Middle Eastern,Canadian,2003-08-04,23,184,65,Brown,Black,Dark,A+,Right,None,Tribal,Beard,Unknown,Single,619 Main St,London,Ontario,L10A4,555-8896,Fraud,2,Closed,L. Chen,8,Yes,No,2026-03-24,2026-03-22,2026-04-26,11,MG300602,Synthetic training record
C100603,S200603,Aiden,,Lee,,Female,White,Canadian,1956-04-19,70,185,96,Green,Black,Light,A-,Left,None,Dragon,None,Unknown,Married,940 Main St,Waterloo,Ontario,L36A3,555-2494,Theft,4,Open,L. Chen,5,No,Yes,2024-09-08,2024-09-01,,20,MG300603,Synthetic training record
C100604,S200604,Liam,,Brown,,Female,South Asian,Canadian,1991-06-20,35,197,68,Hazel,Black,Medium,B+,Right,Forearm scar,Dragon,None,Unknown,Single,497 Main St,Brampton,Ontario,L17A8,555-2763,Theft,3,Under Investigation,S. Patel,0,Yes,No,2025-09-18,2025-09-10,,11,MG300604,Synthetic training record
C100605,S200605,Arjun,,Taylor,,Male,White,Canadian,1970-09-27,56,181,110,Green,Red,Dark,B+,Left,None,Dragon,None,Unknown,Single,859 Main St,London,Ontario,L77A3,555-5607,Burglary,2,Open,A. Brown,10,No,No,2026-03-05,2026-03-03,,11,MG300605,Synthetic training record
C100606,S200606,Priya,,Johnson,,Female,Black,Canadian,1982-06-12,44,183,114,Green,Red,Dark,O+,Left,Small scar,Tribal,Beard,Unknown,Single,775 Main St,Hamilton,Ontario,L15A0,555-7321,Fraud,5,Closed,J. Carter,24,No,Yes,2024-02-27,2024-02-17,2024-10-01,14,MG300606,Synthetic training record
C100607,S200607,Sophia,,Smith,,Female,Indigenous,Canadian,1995-10-28,31,180,58,Green,Gray,Medium,O+,Left,Forearm scar,Rose,Mustache,Unknown,Married,247 Main St,Brampton,Ontario,L60A2,555-8489,Cybercrime,3,Closed,A. Brown,20,No,No,2024-03-24,2024-03-19,2024-06-10,12,MG300607,Synthetic training record
C100608,S200608,Liam,,Lee,,Male,East Asian,Canadian,2003-01-06,23,166,107,Hazel,Gray,Light,AB+,Left,None,Dragon,Beard,Unknown,Single,597 Main St,Brampton,Ontario,L68A1,555-5583,Vandalism,4,Open,A. Brown,1,Yes,Yes,2024-08-23,2024-08-20,,12,MG300608,Synthetic training record
C100609,S200609,Ava,,Garcia,,Female,East Asian,Canadian,2004-01-18,22,165,50,Blue,Brown,Dark,AB+,Left,Forearm scar,Dragon,Mustache,Unknown,Married,417 Main St,Hamilton,Ontario,L66A7,555-3369,Robbery,1,Closed,M. Singh,19,Yes,No,2025-09-28,2025-09-26,2026-06-02,13,MG300609,Synthetic training record
C100610,S200610,Aiden,,Wilson,,Female,White,Canadian,1987-05-26,39,160,114,Green,Red,Dark,A-,Left,Forearm scar,Rose,Mustache,Unknown,Single,894 Main St,Brampton,Ontario,L82A6,555-2746,Assault,2,Open,J. Carter,6,No,Yes,2025-08-23,2025-08-14,,0,MG300610,Synthetic training record
C100611,S200611,Ethan,,Garcia,,Male,Black,Canadian,1991-05-04,35,154,108,Brown,Blonde,Medium,O+,Left,Small scar,Tribal,Beard,Unknown,Married,390 Main St,Ottawa,Ontario,L17A1,555-6345,Assault,5,Closed,J. Carter,12,No,Yes,2024-07-27,2024-07-17,2024-11-10,13,MG300611,Synthetic training record
C100612,S200612,Mia,,Singh,,Male,South Asian,Canadian,1968-04-11,58,166,120,Green,Black,Light,A-,Left,Forearm scar,Tribal,Beard,Unknown,Married,86 Main St,Toronto,Ontario,L46A5,555-7762,Vandalism,2,Open,L. Chen,16,No,Yes,2025-06-15,2025-06-15,,6,MG300612,Synthetic training record
C100613,S200613,Emma,,Taylor,,Male,White,Canadian,1977-11-27,49,185,99,Brown,Gray,Light,O+,Left,Forearm scar,Rose,Mustache,Unknown,Married,596 Main St,Brampton,Ontario,L36A0,555-2441,Cybercrime,5,Under Investigation,J. Carter,8,No,No,2024-06-23,2024-06-22,,0,MG300613,Synthetic training record
C100614,S200614,Arjun,,Patel,,Female,Indigenous,Canadian,2007-12-19,19,171,73,Blue,Black,Light,A-,Left,None,Rose,Beard,Unknown,Married,193 Main St,Waterloo,Ontario,L29A5,555-7395,Theft,3,Closed,S. Patel,7,Yes,No,2026-03-02,2026-03-01,2026-11-07,10,MG300614,Synthetic training record
C100615,S200615,Noah,,Williams,,Female,Indigenous,Canadian,1979-12-18,47,171,117,Brown,Red,Medium,A+,Right,None,Rose,Mustache,Unknown,Single,287 Main St,Toronto,Ontario,L94A7,555-2966,Burglary,5,Under Investigation,J. Carter,3,No,No,2025-03-05,2025-02-26,,16,MG300615,Synthetic training record
C100616,S200616,Olivia,,Johnson,,Female,Black,Canadian,1999-10-28,27,183,79,Green,Brown,Dark,O+,Left,Small scar,Dragon,Mustache,Unknown,Single,347 Main St,London,Ontario,L73A1,555-4123,Robbery,1,Open,A. Brown,23,Yes,No,2025-05-03,2025-04-23,,14,MG300616,Synthetic training record
C100617,S200617,Lucas,,Taylor,,Female,South Asian,Canadian,1978-05-24,48,190,101,Hazel,Blonde,Light,AB+,Left,None,Rose,Beard,Unknown,Single,558 Main St,Brampton,Ontario,L96A7,555-1924,Robbery,1,Closed,A. Brown,4,Yes,No,2025-02-20,2025-02-16,2025-06-18,3,MG300617,Synthetic training record
C100618,S200618,Ethan,,Taylor,,Male,White,Canadian,1995-03-02,31,195,75,Blue,Red,Medium,A-,Right,Small scar,Tribal,Beard,Unknown,Married,657 Main St,London,Ontario,L77A3,555-6943,Fraud,5,Under Investigation,J. Carter,10,Yes,No,2025-03-05,2025-02-27,,8,MG300618,Synthetic training record
C100619,S200619,Sophia,,Johnson,,Male,South Asian,Canadian,1981-05-18,45,160,111,Hazel,Black,Medium,A+,Left,Small scar,Rose,Mustache,Unknown,Single,844 Main St,Waterloo,Ontario,L54A9,555-1667,Vandalism,2,Under Investigation,M. Singh,4,Yes,No,2024-09-14,2024-09-10,,0,MG300619,Synthetic training record
C100620,S200620,Liam,,Chen,,Female,Black,Canadian,2005-12-24,21,159,51,Brown,Black,Dark,A-,Right,Small scar,Tribal,None,Unknown,Married,832 Main St,London,Ontario,L89A0,555-4305,Assault,1,Open,M. Singh,19,No,No,2025-08-01,2025-07-25,,18,MG300620,Synthetic training record
C100621,S200621,Ethan,,Patel,,Male,South Asian,Canadian,1959-08-23,67,163,103,Blue,Gray,Dark,A+,Left,None,None,Beard,Unknown,Married,523 Main St,Toronto,Ontario,L98A3,555-9174,Theft,2,Open,J. Carter,10,No,No,2026-01-03,2025-12-28,,9,MG300621,Synthetic training record
C100622,S200622,Ava,,Singh,,Male,South Asian,Canadian,2005-11-20,21,178,81,Blue,Brown,Medium,O+,Left,None,Rose,None,Unknown,Single,293 Main St,Ottawa,Ontario,L70A0,555-1778,Assault,5,Closed,A. Brown,23,Yes,Yes,2025-05-07,2025-05-07,2025-08-29,14,MG300622,Synthetic training record
C100623,S200623,Amelia,,Brown,,Male,Latino,Canadian,1958-02-08,68,176,58,Blue,Blonde,Dark,AB+,Left,Forearm scar,Tribal,Beard,Unknown,Married,643 Main St,Ottawa,Ontario,L54A8,555-3040,Burglary,3,Under Investigation,J. Carter,15,Yes,Yes,2025-11-27,2025-11-17,,7,MG300623,Synthetic training record
C100624,S200624,Noah,,Johnson,,Female,South Asian,Canadian,1966-07-12,60,195,78,Blue,Gray,Medium,O+,Left,Small scar,Tribal,Beard,Unknown,Single,379 Main St,Brampton,Ontario,L70A8,555-2022,Cybercrime,1,Open,A. Brown,0,No,Yes,2025-12-16,2025-12-12,,0,MG300624,Synthetic training record
C100625,S200625,Amelia,,Taylor,,Female,White,Canadian,1980-06-04,46,190,73,Green,Black,Medium,A-,Left,Small scar,Rose,Mustache,Unknown,Married,768 Main St,Mississauga,Ontario,L85A0,555-6138,Theft,4,Open,J. Carter,24,Yes,No,2025-08-28,2025-08-21,,18,MG300625,Synthetic training record
C100626,S200626,Arjun,,Williams,,Male,Black,Canadian,1989-06-11,37,153,80,Hazel,Gray,Dark,AB+,Right,Forearm scar,Tribal,None,Unknown,Single,840 Main St,Toronto,Ontario,L80A1,555-2729,Assault,1,Open,L. Chen,23,Yes,Yes,2024-10-16,2024-10-12,,3,MG300626,Synthetic training record
C100627,S200627,Aiden,,Johnson,,Female,Latino,Canadian,1962-09-08,64,161,111,Brown,Black,Dark,AB+,Right,None,Tribal,Mustache,Unknown,Married,690 Main St,Mississauga,Ontario,L32A6,555-8112,Cybercrime,2,Open,L. Chen,14,No,Yes,2025-07-31,2025-07-21,,0,MG300627,Synthetic training record
C100628,S200628,Lucas,,Brown,,Male,Middle Eastern,Canadian,1999-07-15,27,170,120,Green,Black,Light,A-,Right,None,None,None,Unknown,Married,867 Main St,London,Ontario,L85A2,555-4370,Robbery,2,Open,A. Brown,2,Yes,Yes,2024-06-03,2024-05-24,,2,MG300628,Synthetic training record
C100629,S200629,Noah,,Singh,,Female,South Asian,Canadian,1958-10-22,68,167,95,Hazel,Blonde,Light,AB+,Right,Forearm scar,Dragon,None,Unknown,Single,574 Main St,Hamilton,Ontario,L83A7,555-3368,Fraud,5,Under Investigation,M. Singh,25,Yes,Yes,2025-02-24,2025-02-23,,10,MG300629,Synthetic training record
C100630,S200630,Mason,,Wilson,,Female,Middle Eastern,Canadian,2002-03-07,24,161,55,Hazel,Blonde,Dark,A-,Right,Small scar,Rose,None,Unknown,Married,343 Main St,Waterloo,Ontario,L26A5,555-2314,Cybercrime,3,Open,A. Brown,4,No,No,2026-02-05,2026-01-31,,12,MG300630,Synthetic training record
C100631,S200631,Olivia,,Garcia,,Female,East Asian,Canadian,1965-02-25,61,181,78,Hazel,Red,Light,O+,Left,None,Dragon,None,Unknown,Single,79 Main St,Ottawa,Ontario,L96A3,555-9374,Assault,2,Under Investigation,J. Carter,23,No,Yes,2026-03-10,2026-03-03,,16,MG300631,Synthetic training record
C100632,S200632,Arjun,,Chen,,Female,Middle Eastern,Canadian,1973-07-26,53,167,103,Green,Black,Medium,A+,Right,Forearm scar,None,Mustache,Unknown,Single,351 Main St,Hamilton,Ontario,L63A9,555-8098,Theft,3,Closed,J. Carter,5,Yes,Yes,2025-11-18,2025-11-12,2025-12-07,18,MG300632,Synthetic training record
C100633,S200633,Noah,,Patel,,Female,Black,Canadian,1979-07-11,47,161,97,Brown,Red,Medium,A-,Left,None,Tribal,None,Unknown,Married,659 Main St,Toronto,Ontario,L79A8,555-3383,Robbery,5,Open,M. Singh,20,Yes,No,2025-03-07,2025-02-27,,12,MG300633,Synthetic training record
C100634,S200634,Emma,,Wilson,,Male,Latino,Canadian,1958-09-18,68,187,55,Green,Black,Light,A-,Right,Small scar,None,Mustache,Unknown,Single,478 Main St,Toronto,Ontario,L62A1,555-4453,Cybercrime,3,Closed,M. Singh,3,No,Yes,2025-07-26,2025-07-16,2026-05-06,16,MG300634,Synthetic training record
C100635,S200635,Priya,,Chen,,Female,White,Canadian,1983-04-01,43,155,64,Green,Brown,Light,AB+,Right,Forearm scar,None,None,Unknown,Single,739 Main St,Waterloo,Ontario,L58A3,555-3567,Fraud,1,Under Investigation,M. Singh,20,Yes,Yes,2025-04-05,2025-04-02,,17,MG300635,Synthetic training record
C100636,S200636,Ethan,,Taylor,,Male,Indigenous,Canadian,1969-05-26,57,168,72,Brown,Blonde,Medium,AB+,Right,Small scar,Rose,Mustache,Unknown,Married,956 Main St,Ottawa,Ontario,L42A4,555-6093,Fraud,2,Under Investigation,M. Singh,13,No,No,2024-09-26,2024-09-24,,8,MG300636,Synthetic training record
C100637,S200637,Aiden,,Lee,,Female,East Asian,Canadian,1959-10-06,67,190,52,Green,Gray,Light,B+,Right,Small scar,Rose,None,Unknown,Single,296 Main St,Toronto,Ontario,L52A6,555-7607,Vandalism,1,Under Investigation,A. Brown,11,Yes,Yes,2024-11-22,2024-11-13,,11,MG300637,Synthetic training record
C100638,S200638,Lucas,,Johnson,,Female,Indigenous,Canadian,1973-06-21,53,158,69,Green,Red,Dark,AB+,Left,Small scar,None,Beard,Unknown,Married,225 Main St,Hamilton,Ontario,L13A1,555-8268,Burglary,5,Under Investigation,A. Brown,15,Yes,Yes,2025-12-02,2025-11-27,,6,MG300638,Synthetic training record
C100639,S200639,Amelia,,Lee,,Female,White,Canadian,2007-10-26,19,173,87,Blue,Gray,Dark,AB+,Left,Small scar,None,Beard,Unknown,Single,404 Main St,Mississauga,Ontario,L30A0,555-7201,Burglary,2,Under Investigation,S. Patel,19,No,No,2025-07-24,2025-07-24,,16,MG300639,Synthetic training record
C100640,S200640,Ava,,Chen,,Female,Middle Eastern,Canadian,1999-02-06,27,163,73,Blue,Blonde,Light,A-,Right,Forearm scar,None,None,Unknown,Single,981 Main St,Hamilton,Ontario,L26A0,555-8033,Theft,1,Closed,L. Chen,13,No,No,2025-08-22,2025-08-18,2026-04-23,8,MG300640,Synthetic training record
C100641,S200641,Emma,,Williams,,Female,White,Canadian,1984-10-16,42,198,109,Green,Gray,Dark,B+,Right,Small scar,Tribal,Beard,Unknown,Single,206 Main St,Mississauga,Ontario,L39A3,555-7394,Fraud,4,Under Investigation,L. Chen,7,No,No,2025-02-06,2025-01-28,,15,MG300641,Synthetic training record
C100642,S200642,Ethan,,Patel,,Male,East Asian,Canadian,1963-10-06,63,177,80,Hazel,Black,Medium,A-,Left,Small scar,None,Mustache,Unknown,Single,749 Main St,Brampton,Ontario,L14A7,555-7467,Cybercrime,1,Under Investigation,A. Brown,3,No,No,2024-04-30,2024-04-28,,2,MG300642,Synthetic training record
C100643,S200643,Amelia,,Brown,,Male,White,Canadian,1987-01-17,39,150,86,Green,Red,Light,A+,Right,Small scar,None,None,Unknown,Married,126 Main St,Toronto,Ontario,L77A1,555-4173,Vandalism,5,Under Investigation,L. Chen,11,No,No,2024-09-27,2024-09-18,,0,MG300643,Synthetic training record
C100644,S200644,Ethan,,Lee,,Female,Black,Canadian,1992-03-19,34,197,57,Brown,Blonde,Light,A-,Right,None,Tribal,Beard,Unknown,Married,887 Main St,Hamilton,Ontario,L98A8,555-1552,Robbery,1,Under Investigation,M. Singh,7,Yes,No,2024-08-13,2024-08-07,,20,MG300644,Synthetic training record
C100645,S200645,Noah,,Wilson,,Female,Black,Canadian,1969-08-24,57,163,61,Hazel,Blonde,Dark,A-,Left,Forearm scar,None,Beard,Unknown,Married,149 Main St,Waterloo,Ontario,L73A6,555-5284,Fraud,2,Open,L. Chen,4,Yes,No,2025-04-28,2025-04-28,,15,MG300645,Synthetic training record
C100646,S200646,Ava,,Johnson,,Female,Black,Canadian,1995-12-01,31,192,52,Brown,Blonde,Light,AB+,Left,Small scar,Tribal,Mustache,Unknown,Married,327 Main St,Waterloo,Ontario,L98A4,555-7596,Vandalism,2,Open,S. Patel,13,Yes,Yes,2026-01-08,2026-01-08,,13,MG300646,Synthetic training record
C100647,S200647,Param,,Martin,,Male,Latino,Canadian,1968-01-18,58,171,96,Brown,Gray,Light,AB+,Right,Small scar,Tribal,Beard,Unknown,Single,497 Main St,Mississauga,Ontario,L11A8,555-3568,Assault,2,Closed,L. Chen,10,Yes,Yes,2024-02-26,2024-02-23,2024-04-15,14,MG300647,Synthetic training record
C100648,S200648,Liam,,Brown,,Female,Indigenous,Canadian,1996-05-15,30,183,96,Green,Black,Light,AB+,Left,None,Dragon,None,Unknown,Married,996 Main St,Brampton,Ontario,L60A6,555-3314,Burglary,4,Open,S. Patel,14,Yes,Yes,2024-07-27,2024-07-23,,12,MG300648,Synthetic training record
C100649,S200649,Param,,Brown,,Female,White,Canadian,1967-01-19,59,192,99,Blue,Brown,Dark,A-,Right,Small scar,None,Mustache,Unknown,Married,843 Main St,London,Ontario,L69A0,555-6075,Assault,2,Under Investigation,S. Patel,11,No,No,2024-09-05,2024-08-31,,14,MG300649,Synthetic training record
C100650,S200650,Mia,,Smith,,Female,South Asian,Canadian,1990-05-19,36,167,102,Blue,Red,Light,AB+,Left,Small scar,None,Beard,Unknown,Married,757 Main St,Brampton,Ontario,L24A0,,Theft,4,Open,J. Carter,17,No,No,2025-09-11,2025-09-05,,18,MG300650,Synthetic training record
C100651,S200651,Olivia,,Smith,,Male,Middle Eastern,Canadian,1997-06-06,29,150,60,Blue,Gray,Medium,A-,Right,Forearm scar,Tribal,None,Unknown,Single,65 Main St,Toronto,Ontario,L10A7,555-2920,Theft,1,Closed,A. Brown,20,Yes,No,2025-10-01,2025-09-24,2026-02-01,0,MG300651,Synthetic training record
C100652,S200652,Param,,Wilson,,Female,Black,Canadian,1988-11-17,38,182,75,Blue,Red,Medium,A-,Left,None,None,Mustache,Unknown,Single,63 Main St,Mississauga,Ontario,L27A9,555-9541,Assault,5,Under Investigation,S. Patel,5,Yes,No,2024-05-23,2024-05-19,,11,MG300652,Synthetic training record
